,quote,fake
16259,"human error, such as skipping a community in the wisconsin supreme court race, ""is common in (the vote-tabulation) process.",1
16260,"oregon concealed gun applications include ""home phone numbers, home address, social security numbers, what kinds of guns you have in the house … whether you were dishonorably discharged from the military, what controlled substances you are taking and  were you ever accused of -- accused, mind you -- of stalking.""",0
16261,"""a u.s. government accountability office report says planned parenthood federation of america cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.""",1
16262,"""withheld union dues fund half of dem (democratic) campaigns in florida.""",1
16264,"the hope scholarship ""has helped turn our university system into one of the best in the southeast, with two institutions ranked in the top 20 of public universities in the country.""",0
16265,"""legislation pending in the house would effectively limit or eliminate ‘time-and-a-half’ for people who work overtime.""",0
16268,"""most americans live within 50 miles of a nuclear power plant.""",0
16269,"""the entire state of florida led the nation last year with the most prison inmates committing tax fraud.""",0
16270,"wisconsin was embroiled in a ""constitutional crisis"" brought on by the democratic senators fleeing the state for illinois to block gov scott walker's budget-repair bill.",1
16274,"the u.s. gives foreign aid to cuba and venezuela, even though those countries are our enemies.",1
16277,"""since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.""",0
16278,"""not even expensive bottled water, like perrier and evian, are of good enough quality to pump out of mines in southwest virginia, according to the epa regulation.""",1
16279,"""there is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.""",1
16280,"taxpayer resources are being used ""to facilitate private political agendas"" through automatic payroll deduction of union dues.",1
16281,the coalition of arab states against libya’s moammar gadhafi is the biggest coalition against a fellow arab leader since the persian gulf war in 1990-1991.,0
16282,"the state’s budget shortfall is ""not that much different"" than it was in 2003.",1
16283,"""eleven years ago, the city of detroit lifted the residency requirement for police officers and today, 53 percent of officers live outside of the city. if we want the tax base of milwaukee to resemble the tax base of detroit, this is the way to go.""",0
16286,"""according to 2009 estimates, an agreement with panama could result in almost 1,900 florida jobs in the first year – and about 15,000 jobs after five years.""",0
16287,"a ""rather extraordinary amount of non-classroom employees"" were added by texas school districts over the last decade.",0
16288,"senate democrats who left the state for weeks to delay a vote on union bargaining power exercised a ""wisconsin filibuster"" provided by the state’s constitution.",1
16290,"the united states has ""one of the highest corporate tax rates in the world.""",0
16292,"""as many as a quarter of our students aren’t even finishing high school.""",0
16293,"""two years after the worst recession most of us have ever known ... corporate profits are up.""",0
16294,"""the number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed.""",0
16296,a national organization says georgia has one of america’s toughest ethics laws.,1
16297,"poll results from the past 35 years show that state of the union speeches ""do not move"" presidential approval numbers.",0
16298,"more people die from ""medical misadventures"" than firearm accidents nationally and in florida.",0
16299,"texas leads ""the nation in the percentage of residents without health insurance.""",0
16300,"""we’ve saved over $100 million of (health care) costs"" in milwaukee county. ""i did that.""",0
16301,"the defense department shrink-wrapped $10.8 billion in american money, loaded it on 175 pallets and put it on a transport plane to iraq where they passed out $100 bills and no one has any receipts.",1
16302,"george allen voted for budgets that increased the national debt by $16,400 for every second he served in the u.s. senate.",0
16303,"""despite the administration telling us (health care reform) was going to reduce health care costs, they now acknowledge it's going to dramatically increase health care costs.""",1
16304,"a portland school gives muslim students ""their own school provided prayer room, prayer rugs,"" and lets them ""out of class five times a day to pray to allah.""",1
